Status,PO #,Ship Date,Item,Description,Notes,Date Sent from SF,Diamond ETA,Insurance Value,Drop Ship?,Actual Ship Date,Date Created,SO#,Tracking #,Quantity,Upload?,Portal URL
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",428617,"Oct. 24, 2019",BE150BD12R8LC : BE150BD12R8LC-18KY-N-S6,"18K Yellow Gold Tiara Lab Diamond Ring, Size 6","Set with: - Dia stock # 3246013Y 0.75 Carat, Round, Super Ideal Cut, I Color, VS1 Clarity, 5.81 x 5.79 x 3.62 Measurements, Origin: Lab Created  - Cert # LG11039617  -Inscription: No  Arriving from San Francisco on 10/18/2019   Stone Insurance Value:888.00","Oct. 17, 2019","Oct. 17, 2019",1752.00,Yes,"Oct. 24, 2019","Oct. 16, 2019 13:03:11",Sales Order #2019479358,,1,No,https://partner.brilliantearth.com/production/record-164552/
"None,Shipped",428694,"Oct. 24, 2019",,,,,"Oct. 21, 2019",,No,"Oct. 24, 2019","Oct. 16, 2019 16:03:14",Sales Order #2019479025,776803140674,,No,https://partner.brilliantearth.com/production/record-164498/
"None,Shipped",428694,"Oct. 24, 2019",BE1PD25R25LC : BE1PD25R25LC-18KW-N-S9,"18K White Gold Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 9","Set with: - Dia stock # 3480139Y 1.63 Carat, Round, Super Ideal Cut, G Color, VS1 Clarity, 7.56 x 7.53 x 4.60 Measurements, Origin: Lab Created  - Cert # LG11316816  -Inscription: No  Arriving from San Francisco on 10/21/2019   Stone Insurance Value:4024.00","Oct. 21, 2019","Oct. 21, 2019",4816.00,No,"Oct. 24, 2019","Oct. 16, 2019 16:03:14",Sales Order #2019479025,776803140674,1,No,https://partner.brilliantearth.com/production/record-164498/
"None,Shipped",428697,"Oct. 28, 2019",,,,,,,No,"Oct. 28, 2019","Oct. 16, 2019 16:05:11",Sales Order #2019479652,776826779260,,No,https://partner.brilliantearth.com/production/record-164841/
"None,Shipped",428697,"Oct. 28, 2019",BE1PD25R25 : BE1PD25R25-PT-N-S7,"Platinum Petite Shared Prong Diamond Ring (1/4 ct. tw.), Size 7","Set with: - Dia stock # 3337854AB 0.88 Carat, Emerald, Super Ideal Cut, D Color, VVS1 Clarity, 6.50 x 4.60 x 2.95 Measurements, Origin: Russia  - Cert # 1325924543  -Inscription: No  Arriving from San Francisco on 10/21/2019   Stone Insurance Value:2672.00","Oct. 18, 2019",,3784.00,No,"Oct. 28, 2019","Oct. 16, 2019 16:05:11",Sales Order #2019479652,776826779260,1,No,https://partner.brilliantearth.com/production/record-164841/
"Ready to Invoice,Shipped",428706,"Oct. 21, 2019",,,,,,,No,"Oct. 21, 2019","Oct. 16, 2019 17:02:41",Sales Order #2019474127EX,776767173126,,No,https://partner.brilliantearth.com/production/record-164439/
"Ready to Invoice,Shipped",428706,"Oct. 21, 2019",BE2D1812 : BE2D1812-14KR-S65,"14K Rose Gold Flair Diamond Ring, Size 6.5",,,,792.00,No,"Oct. 21, 2019","Oct. 16, 2019 17:02:41",Sales Order #2019474127EX,776767173126,1,No,https://partner.brilliantearth.com/production/record-164439/
"Ready to Invoice,Shipped",428759,"Oct. 25, 2019",,,,,"Oct. 23, 2019",,No,"Oct. 25, 2019","Oct. 16, 2019 23:06:02",Sales Order #2019479572,,,No,https://partner.brilliantearth.com/production/record-164779/
"Ready to Invoice,Shipped",428759,"Oct. 25, 2019",BE1PD25R25 : BE1PD25R25-18KW-N-S7,"18K White Gold Petite Shared Prong Diamond Ring (1/4 ct. tw.), Size 7","Set with: - Dia stock # 3480522A 1.00 Carat, Round, Very Good Cut, F Color, VS1 Clarity, 6.23 x 6.11 x 4.02 Measurements, Origin: Botswana Sort  - Cert # 6335438258  -Inscription: No  Arriving from San Francisco on 10/24/2019   Stone Insurance Value:4712.00","Oct. 22, 2019","Oct. 23, 2019",5504.00,No,"Oct. 25, 2019","Oct. 16, 2019 23:06:02",Sales Order #2019479572,,1,No,https://partner.brilliantearth.com/production/record-164779/
"None,Shipped",428767,"Oct. 25, 2019",,,,,"Oct. 23, 2019",,No,"Oct. 25, 2019","Oct. 16, 2019 23:10:26",Sales Order #2019479675,,,No,https://partner.brilliantearth.com/production/record-164833/
"None,Shipped",428767,"Oct. 25, 2019",BE1D54 : BE1D54-18KW-N-S7,"18K White Gold Petite Twisted Vine Diamond Ring, Size 7","Set with: - Dia stock # 3352687A 0.50 Carat, Round, Ideal Cut, J Color, SI1 Clarity, 5.09 x 5.02 x 3.14 Measurements, Origin: Botswana Sort  - Cert # 1206340342  -Inscription: No  Arriving from San Francisco on 10/24/2019   Stone Insurance Value:832.37","Oct. 22, 2019","Oct. 23, 2019",2360.00,No,"Oct. 25, 2019","Oct. 16, 2019 23:10:26",Sales Order #2019479675,,1,No,https://partner.brilliantearth.com/production/record-164833/
"Ready to Invoice,Shipped",428793,"Oct. 24, 2019",,,,,,,No,"Oct. 24, 2019","Oct. 17, 2019 07:31:04",Sales Order #2019479656,776803140674,,No,https://partner.brilliantearth.com/production/record-164466/
"Ready to Invoice,Shipped",428793,"Oct. 24, 2019",BE2M254P : BE2M254P-18KW-S725,"18K White Gold Petite Twisted Vine Diamond Ring, Size 7.25",,,,792.00,No,"Oct. 24, 2019","Oct. 17, 2019 07:31:04",Sales Order #2019479656,776803140674,1,No,https://partner.brilliantearth.com/production/record-164466/
"None,Shipped",428810,"Oct. 25, 2019",,,,,"Oct. 21, 2019",,No,"Oct. 25, 2019","Oct. 17, 2019 08:33:17",Sales Order #2019479715,,,No,https://partner.brilliantearth.com/production/record-164829/
"None,Shipped",428810,"Oct. 25, 2019",BE1D32HLC : BE1D32HLC-18KW-N-S75,"18K White Gold Odessa Lab Diamond Ring, Size 7.5","Set with: - Dia stock # 3375734Y 1.51 Carat, Cushion, Super Ideal Cut, F Color, VS2 Clarity, 6.49 x 6.43 x 4.36 Measurements, Origin: Lab Created  - Cert # 375937815  -Inscription: No  Arriving from San Francisco on 10/21/2019   Stone Insurance Value:3016.00","Oct. 21, 2019","Oct. 21, 2019",4128.00,No,"Oct. 25, 2019","Oct. 17, 2019 08:33:17",Sales Order #2019479715,,1,No,https://partner.brilliantearth.com/production/record-164829/
"Ready to Invoice,Shipped",428827,"Oct. 18, 2019",,,,,,,No,"Oct. 18, 2019","Oct. 17, 2019 09:09:16",Sales Order #2019167371,776754197980,,No,https://partner.brilliantearth.com/production/record-164472/
"Ready to Invoice,Shipped",428827,"Oct. 18, 2019",BE2D1812 : BE2D1812-18KW-S5,"18K White Gold Flair Diamond Ring, Size 5",Please pull rings from stock and send to SF,,,1584.00,No,"Oct. 18, 2019","Oct. 17, 2019 09:09:16",Sales Order #2019167371,776754197980,2,No,https://partner.brilliantearth.com/production/record-164472/
"Ready to Invoice,Shipped",428894,"Oct. 25, 2019",,,,,"Oct. 18, 2019",,No,"Oct. 25, 2019","Oct. 17, 2019 10:33:17",Sales Order #2019479472,,,No,https://partner.brilliantearth.com/production/record-164783/
"Ready to Invoice,Shipped",428894,"Oct. 25, 2019",BE164LC : BE164LC-18KW-N-S65,"18K White Gold Luxe Ballad Lab Diamond Ring, Size 6.5","Set with: - Dia stock # 3464123Y 1.13 Carat, Emerald, Ideal Cut, G Color, VS1 Clarity, 7.06 x 4.89 x 3.18 Measurements, Origin: Lab Created  - Cert # LG11323204  -Inscription: No  Arriving from San Francisco on 10/21/2019   Stone Insurance Value:1832.00","Oct. 18, 2019","Oct. 18, 2019",2912.00,No,"Oct. 25, 2019","Oct. 17, 2019 10:33:17",Sales Order #2019479472,,1,No,https://partner.brilliantearth.com/production/record-164783/
"Ready to Invoice,Shipped",428950,"Oct. 31, 2019",,,,,"Oct. 23, 2019",,No,"Oct. 31, 2019","Oct. 17, 2019 12:34:38",Sales Order #2019479773,,,No,https://partner.brilliantearth.com/production/record-164818/
"Ready to Invoice,Shipped",428950,"Oct. 31, 2019",BE150BD12R8 : BE150BD12R8-14KR-N-S55,"14K Rose Gold Tiara Diamond Ring, Size 5.5","Set with: - Dia stock # 3458232A 0.91 Carat, Marquise, Ideal Cut, I Color, SI2 Clarity, 9.52 x 5.28 x 3.05 Measurements, Origin: Botswana Sort  - Cert # 1333653473  -Inscription: No  Arriving from San Francisco on 10/24/2019   Stone Insurance Value:2448.00","Oct. 22, 2019","Oct. 23, 2019",3288.00,No,"Oct. 31, 2019","Oct. 17, 2019 12:34:38",Sales Order #2019479773,,1,No,https://partner.brilliantearth.com/production/record-164818/
"None,Shipped",429043,"Oct. 25, 2019",,,,,"Oct. 23, 2019",,No,"Oct. 25, 2019","Oct. 17, 2019 15:35:34",Sales Order #2019479837,,,No,https://partner.brilliantearth.com/production/record-164821/
"None,Shipped",429043,"Oct. 25, 2019",BE1D54 : BE1D54-18KW-N-S6,"18K White Gold Petite Twisted Vine Diamond Ring, Size 6","Set with: - Dia stock # 3272315A 0.70 Carat, Oval, Very Good Cut, H Color, VS1 Clarity, 7.27 x 4.90 x 3.04 Measurements, Origin: Canada  - Cert # 2205232113  -Inscription: No  Arriving from San Francisco on 10/24/2019   Stone Insurance Value:1648.00","Oct. 22, 2019","Oct. 23, 2019",2600.00,No,"Oct. 25, 2019","Oct. 17, 2019 15:35:34",Sales Order #2019479837,,1,No,https://partner.brilliantearth.com/production/record-164821/
"Ready to Invoice,Shipped",429083,"Oct. 25, 2019",,,,,,,No,"Oct. 25, 2019","Oct. 17, 2019 18:06:13",Sales Order #2019479883,,,No,https://partner.brilliantearth.com/production/record-164827/
"Ready to Invoice,Shipped",429083,"Oct. 25, 2019",BE2M254P : BE2M254P-18KW-S8,"18K White Gold Petite Twisted Vine Diamond Ring, Size 8",,,,792.00,No,"Oct. 25, 2019","Oct. 17, 2019 18:06:13",Sales Order #2019479883,,1,No,https://partner.brilliantearth.com/production/record-164827/
"Ready to Invoice,Shipped",429088,"Oct. 25, 2019",,,,,"Oct. 22, 2019",,No,"Oct. 25, 2019","Oct. 17, 2019 18:35:06",Sales Order #2019479530,,,No,https://partner.brilliantearth.com/production/record-164780/
"Ready to Invoice,Shipped",429088,"Oct. 25, 2019",BE1PD25R25LC : BE1PD25R25LC-18KW-N-S8,"18K White Gold Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 8","Set with: - Dia stock # 3364606A 1.00 Carat, Round, Very Good Cut, G Color, SI2 Clarity, 6.31 x 6.28 x 3.98 Measurements, Origin: Lab Created  - Cert # 190000082934  -Inscription: No  Arriving from San Francisco on 10/23/2019   Stone Insurance Value:1256.00","Oct. 22, 2019","Oct. 22, 2019",2048.00,No,"Oct. 25, 2019","Oct. 17, 2019 18:35:06",Sales Order #2019479530,,1,No,https://partner.brilliantearth.com/production/record-164780/
"None,Shipped",429114,"Oct. 25, 2019",,,,,"Oct. 23, 2019",,No,"Oct. 25, 2019","Oct. 17, 2019 23:03:49",Sales Order #2019479762,,,No,https://partner.brilliantearth.com/production/record-164834/
"None,Shipped",429114,"Oct. 25, 2019",BE1D225 : BE1D225-14KR-N-S55,"14K Rose Gold Selene Diamond Ring, Size 5.5","Set with: - Dia stock # 3482495A 0.25 Carat, Round, Ideal Cut, F Color, SI1 Clarity, 4.02 x 4.01 x 2.49 Measurements, Origin: Botswana Sort  - Cert # 6335239299  -Inscription: No  Arriving from San Francisco on 10/24/2019   Stone Insurance Value:465.95","Oct. 22, 2019","Oct. 23, 2019",1168.00,No,"Oct. 25, 2019","Oct. 17, 2019 23:03:49",Sales Order #2019479762,,1,No,https://partner.brilliantearth.com/production/record-164834/
"None,Shipped",429137,"Oct. 25, 2019",,,,,"Oct. 21, 2019",,No,"Oct. 25, 2019","Oct. 18, 2019 06:34:32",Sales Order #2019479868,,,No,https://partner.brilliantearth.com/production/record-164828/
"None,Shipped",429137,"Oct. 25, 2019",BE1PD25R25LC : BE1PD25R25LC-18KW-N-S55,"18K White Gold Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 5.5","Set with: - Dia stock # 3478119Y 1.40 Carat, Round, Ideal Cut, E Color, VS2 Clarity, 7.14 x 7.09 x 4.49 Measurements, Origin: Lab Created  - Cert # 384945748  -Inscription: No  Arriving from San Francisco on 10/22/2019   Stone Insurance Value:3064.00","Oct. 21, 2019","Oct. 21, 2019",3856.00,No,"Oct. 25, 2019","Oct. 18, 2019 06:34:32",Sales Order #2019479868,,1,No,https://partner.brilliantearth.com/production/record-164828/
"Ready to Invoice,Shipped",429182,"Oct. 25, 2019",,,,,"Oct. 21, 2019",,No,"Oct. 25, 2019","Oct. 18, 2019 10:32:56",Sales Order #2019479947,,,No,https://partner.brilliantearth.com/production/record-164894/
"Ready to Invoice,Shipped",429182,"Oct. 25, 2019",BE1D32HLC : BE1D32HLC-18KW-N-S6,"18K White Gold Odessa Lab Diamond Ring, Size 6","Set with: - Dia stock # 3482242Y 1.20 Carat, Oval, Very Good Cut, H Color, VVS2 Clarity, 8.33 x 5.96 x 3.70 Measurements, Origin: Lab Created  - Cert # 292670002  -Inscription: No  Arriving from San Francisco on 10/22/2019   Stone Insurance Value:1912.00","Oct. 21, 2019","Oct. 21, 2019",3024.00,No,"Oct. 25, 2019","Oct. 18, 2019 10:32:56",Sales Order #2019479947,,1,No,https://partner.brilliantearth.com/production/record-164894/
"None,Shipped",429206,"Oct. 29, 2019",,,,,"Oct. 25, 2019",,No,"Oct. 29, 2019","Oct. 18, 2019 11:05:00",Sales Order #2019479956,776840326590,,No,https://partner.brilliantearth.com/production/record-164826/
"None,Shipped",429206,"Oct. 29, 2019",BE1D54 : BE1D54-18KW-N-S55,"18K White Gold Petite Twisted Vine Diamond Ring, Size 5.5","Set with: - Dia stock # 3394337A 1.01 Carat, Round, Super Ideal Cut, D Color, SI1 Clarity, 6.39 x 6.34 x 3.99 Measurements, Origin: Canada  - Cert # 2337194580  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:4128.00","Oct. 25, 2019","Oct. 25, 2019",5080.00,No,"Oct. 29, 2019","Oct. 18, 2019 11:05:00",Sales Order #2019479956,776840326590,1,No,https://partner.brilliantearth.com/production/record-164826/
"None,Shipped",429213,"Oct. 25, 2019",,,,,,,No,"Oct. 25, 2019","Oct. 18, 2019 11:35:20",Sales Order #2019479969,,,No,https://partner.brilliantearth.com/production/record-164835/
"None,Shipped",429213,"Oct. 25, 2019",BE1D54LC : BE1D54LC-18KW-N-S75,"18K White Gold Petite Twisted Vine Lab Diamond Ring, Size 7.5",Set with: - Stock # MO7.0RD1 - Description 7mm Super Premium Round Moissanite Arriving from SF on 10/22/2019   Stone Insurance Value:832.00,"Oct. 21, 2019",,1784.00,No,"Oct. 25, 2019","Oct. 18, 2019 11:35:20",Sales Order #2019479969,,1,No,https://partner.brilliantearth.com/production/record-164835/
"None,Shipped",429257,"Oct. 25, 2019",,,,,,,No,"Oct. 25, 2019","Oct. 18, 2019 12:26:17",Sales Order #2019479991,,,No,https://partner.brilliantearth.com/production/record-164857/
"None,Shipped",429257,"Oct. 25, 2019",BE264 : BE264-18KY-S45,"18K Yellow Gold Luxe Ballad Diamond Ring (1/4 ct. wt.), Size 4.5",,,,792.00,No,"Oct. 25, 2019","Oct. 18, 2019 12:26:17",Sales Order #2019479991,,1,No,https://partner.brilliantearth.com/production/record-164857/
"None,Shipped",429295,"Oct. 28, 2019",,,,,,,No,"Oct. 28, 2019","Oct. 18, 2019 14:04:46",Sales Order #2019480013,776826779260,,No,https://partner.brilliantearth.com/production/record-165053/
"None,Shipped",429295,"Oct. 28, 2019",BE1PD25R25 : BE1PD25R25-18KW-N-S5,"18K White Gold Petite Shared Prong Diamond Ring (1/4 ct. tw.), Size 5","Set with: - Dia stock # 3255476AB 0.30 Carat, Round, Ideal Cut, J Color, VVS2 Clarity, 4.30 x 4.27 x 2.66 Measurements, Origin: Canada  - Cert # 2205156706  -Inscription: No  Arriving from San Francisco on 10/22/2019   Stone Insurance Value:384.00","Oct. 24, 2019",,1176.00,No,"Oct. 28, 2019","Oct. 18, 2019 14:04:46",Sales Order #2019480013,776826779260,1,No,https://partner.brilliantearth.com/production/record-165053/
"None,Shipped",429303,"Oct. 24, 2019",,,,,,,No,"Oct. 24, 2019","Oct. 18, 2019 14:19:50",,776803140674,,No,https://partner.brilliantearth.com/production/record-164882/
"None,Shipped",429303,"Oct. 24, 2019",Unset Ring,,Please unset center stone & return loose setting & stone back to SF.  Reference PO:412125,"Oct. 21, 2019",,2752.00,No,"Oct. 24, 2019","Oct. 18, 2019 14:19:50",,776803140674,1,No,https://partner.brilliantearth.com/production/record-164882/
"None,Shipped",429311,"Oct. 29, 2019",,,,,,,No,"Oct. 29, 2019","Oct. 18, 2019 14:33:50",Sales Order #2019480030,776840326590,,No,https://partner.brilliantearth.com/production/record-164956/
"None,Shipped",429311,"Oct. 29, 2019",BE1D54LC : BE1D54LC-18KW-N-S5,"18K White Gold Petite Twisted Vine Lab Diamond Ring, Size 5",Set with: - Stock # MO8.0CU1 - Description 8mm Super Premium Cushion Moissanite Arriving from SF on 10/22/2019   Stone Insurance Value:1400.00,"Oct. 21, 2019",,2352.00,No,"Oct. 29, 2019","Oct. 18, 2019 14:33:50",Sales Order #2019480030,776840326590,1,No,https://partner.brilliantearth.com/production/record-164956/
"None,Shipped",429311,"Oct. 29, 2019",Mold,,,,,,No,"Oct. 29, 2019","Oct. 18, 2019 14:33:50",,776840326590,1,No,https://partner.brilliantearth.com/production/record-164956/
"None,Shipped",429316,"Oct. 29, 2019",,,,,"Oct. 25, 2019",,No,"Oct. 29, 2019","Oct. 18, 2019 14:35:29",Sales Order #2019480034,776840326590,,No,https://partner.brilliantearth.com/production/record-164957/
"None,Shipped",429316,"Oct. 29, 2019",BE1D32H : BE1D32H-18KW-N-S6,"18K White Gold Odessa Diamond Ring, Size 6","Set with: - Dia stock # 3069080A 1.01 Carat, Radiant, Ideal Cut, J Color, VVS1 Clarity, 6.59 x 5.02 x 3.67 Measurements, Origin: Botswana Sort  - Cert # 6312507547  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:2392.00","Oct. 25, 2019","Oct. 25, 2019",3504.00,No,"Oct. 29, 2019","Oct. 18, 2019 14:35:29",Sales Order #2019480034,776840326590,1,No,https://partner.brilliantearth.com/production/record-164957/
"None,Shipped",429335,"Oct. 29, 2019",,,,,"Oct. 25, 2019",,No,"Oct. 29, 2019","Oct. 18, 2019 15:07:38",Sales Order #2019480011,776840326590,,No,https://partner.brilliantearth.com/production/record-164955/
"None,Shipped",429335,"Oct. 29, 2019",BE1D225 : BE1D225-18KY-N-S575,"18K Yellow Gold Selene Diamond Ring, Size 5.75","Set with: - Dia stock # 3466810A 0.62 Carat, Oval, Ideal Cut, D Color, VS2 Clarity, 6.81 x 4.79 x 2.99 Measurements, Origin: Russia  - Cert # 190000149283  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:1488.00","Oct. 25, 2019","Oct. 25, 2019",2280.00,No,"Oct. 29, 2019","Oct. 18, 2019 15:07:38",Sales Order #2019480011,776840326590,1,No,https://partner.brilliantearth.com/production/record-164955/
"None,Shipped",429341,"Oct. 28, 2019",,,,,"Oct. 22, 2019",,No,"Oct. 28, 2019","Oct. 18, 2019 15:10:23",Sales Order #2019480020,776826779260,,No,https://partner.brilliantearth.com/production/record-165054/
"None,Shipped",429341,"Oct. 28, 2019",BE1PD25R25LC : BE1PD25R25LC-18KY-N-S65,"18K Yellow Gold Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 6.5","Set with: - Dia stock # 3460132Y 1.52 Carat, Round, Super Ideal Cut, G Color, VS1 Clarity, 7.40 x 7.36 x 4.55 Measurements, Origin: Lab Created  - Cert # 384940016  -Inscription: No  Arriving from San Francisco on 10/23/2019   Stone Insurance Value:3560.00","Oct. 21, 2019","Oct. 22, 2019",4352.00,No,"Oct. 28, 2019","Oct. 18, 2019 15:10:23",Sales Order #2019480020,776826779260,1,No,https://partner.brilliantearth.com/production/record-165054/
"None,Shipped",429352,"Oct. 28, 2019",,,,,"Oct. 22, 2019",,No,"Oct. 28, 2019","Oct. 18, 2019 15:33:04",Sales Order #2019480021,776826779260,,No,https://partner.brilliantearth.com/production/record-165055/
"None,Shipped",429352,"Oct. 28, 2019",BE1PD25R25LC : BE1PD25R25LC-PT-N-S55,"Platinum Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 5.5","Set with: - Dia stock # 3288468Y 1.07 Carat, Round, Super Ideal Cut, G Color, VS1 Clarity, 6.63 x 6.58 x 4.04 Measurements, Origin: Lab Created  - Cert # LG11115109  -Inscription: No  Arriving from San Francisco on 10/23/2019   Stone Insurance Value:2024.00","Oct. 21, 2019","Oct. 22, 2019",3136.00,No,"Oct. 28, 2019","Oct. 18, 2019 15:33:04",Sales Order #2019480021,776826779260,1,No,https://partner.brilliantearth.com/production/record-165055/
New Message,429361,"Nov. 04, 2019",,,,,,,No,,"Oct. 18, 2019 15:43:35",Sales Order #2019470932RP,,,No,https://partner.brilliantearth.com/production/record-164918/
New Message,429361,"Nov. 04, 2019",Unset Ring,,Please unset center DIA and return loose setting to SF  Please set in new setting below,"Oct. 21, 2019",,1112.00,No,,"Oct. 18, 2019 15:43:35",,,1,No,https://partner.brilliantearth.com/production/record-164918/
New Message,429361,"Nov. 04, 2019",Remake Ring,Resize Ring,"Set With: SKU: 3423453A 2.09 Carat, Radiant, Super Ideal Cut, F Color, VS2 Clarity, 8.72 x 6.48 x 4.38mm, Conflict Free Canadian Diamond Cert#: 2338427119  Remake in size 5.  Please repair at no cost to BE due to timeline from Original PO 413685.","Oct. 21, 2019",,12776.00,No,,"Oct. 18, 2019 15:43:35",Sales Order #2019470932RP,,1,No,https://partner.brilliantearth.com/production/record-164918/
New Message,429361,"Nov. 04, 2019",Transfer,,Send correct head for order.,"Nov. 01, 2019",,,No,,"Oct. 18, 2019 15:43:35",,,1,No,https://partner.brilliantearth.com/production/record-164918/
"Ready to Invoice,Shipped",429391,"Oct. 28, 2019",,,,,"Oct. 24, 2019",,No,"Oct. 28, 2019","Oct. 18, 2019 17:03:04",Sales Order #2019479984,776826779260,,No,https://partner.brilliantearth.com/production/record-164954/
"Ready to Invoice,Shipped",429391,"Oct. 28, 2019",BE150BD12R8LC : BE150BD12R8LC-18KY-N-S7,"18K Yellow Gold Tiara Lab Diamond Ring, Size 7","Set with: - Dia stock # 3467455A 0.30 Carat, Round, Super Ideal Cut, E Color, SI2 Clarity, 4.31 x 4.29 x 2.64 Measurements, Origin: Lab Created  - Cert # 384963607  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:192.00","Oct. 23, 2019","Oct. 24, 2019",1032.00,No,"Oct. 28, 2019","Oct. 18, 2019 17:03:04",Sales Order #2019479984,776826779260,1,No,https://partner.brilliantearth.com/production/record-164954/
"None,Shipped",429409,"Oct. 29, 2019",,,,,"Oct. 25, 2019",,No,"Oct. 29, 2019","Oct. 18, 2019 19:03:32",Sales Order #2019480074,776840326590,,No,https://partner.brilliantearth.com/production/record-164958/
"None,Shipped",429409,"Oct. 29, 2019",BE1D225 : BE1D225-18KY-N-S75,"18K Yellow Gold Selene Diamond Ring, Size 7.5","Set with: - Dia stock # 3466821A 0.70 Carat, Oval, Ideal Cut, I Color, IF Clarity, 6.93 x 5.05 x 3.16 Measurements, Origin: Botswana Sort  - Cert # 7331721458  -Inscription: No  Arriving from San Francisco on 10/25/2019   Stone Insurance Value:1976.00","Oct. 25, 2019","Oct. 25, 2019",2768.00,No,"Oct. 29, 2019","Oct. 18, 2019 19:03:32",Sales Order #2019480074,776840326590,1,No,https://partner.brilliantearth.com/production/record-164958/
"None,Shipped",429409,"Oct. 29, 2019",Mold,,,"Oct. 25, 2019","Oct. 25, 2019",,No,"Oct. 29, 2019","Oct. 18, 2019 19:03:32",,776840326590,1,No,https://partner.brilliantearth.com/production/record-164958/
"None,Shipped",429415,"Oct. 28, 2019",,,,,"Oct. 23, 2019",,No,"Oct. 28, 2019","Oct. 18, 2019 21:34:41",Sales Order #2019480048,776826779260,,No,https://partner.brilliantearth.com/production/record-165043/
"None,Shipped",429415,"Oct. 28, 2019",BE1D225LC : BE1D225LC-18KY-N-S35,"18K Yellow Gold Selene Lab Diamond Ring, Size 3.5","Set with: - Dia stock # 2679819A 0.90 Carat, Round, Ideal Cut, I Color, SI1 Clarity, 6.24 x 6.21 x 3.79 Measurements, Origin: Lab Created  - Cert # 305809385  -Inscription: No  Arriving from San Francisco on 10/24/2019   Stone Insurance Value:896.00","Oct. 22, 2019","Oct. 23, 2019",1688.00,No,"Oct. 28, 2019","Oct. 18, 2019 21:34:41",Sales Order #2019480048,776826779260,1,No,https://partner.brilliantearth.com/production/record-165043/
"None,Shipped",429425,"Oct. 25, 2019",,,,,,,No,"Oct. 25, 2019","Oct. 19, 2019 06:35:46",Sales Order #2019480107,,,No,https://partner.brilliantearth.com/production/record-165009/
"None,Shipped",429425,"Oct. 25, 2019",BE2M254P : BE2M254P-18KW-S7,"18K White Gold Petite Twisted Vine Diamond Ring, Size 7",,,,792.00,No,"Oct. 25, 2019","Oct. 19, 2019 06:35:46",Sales Order #2019480107,,1,No,https://partner.brilliantearth.com/production/record-165009/
"None,Shipped",429446,"Oct. 25, 2019",,,,,,,No,"Oct. 25, 2019","Oct. 19, 2019 13:35:55",Sales Order #2019480202,,,No,https://partner.brilliantearth.com/production/record-165010/
"None,Shipped",429446,"Oct. 25, 2019",BE2M254P : BE2M254P-18KW-S475,"18K White Gold Petite Twisted Vine Diamond Ring, Size 4.75",,,,792.00,No,"Oct. 25, 2019","Oct. 19, 2019 13:35:55",Sales Order #2019480202,,1,No,https://partner.brilliantearth.com/production/record-165010/
"Attach Drop Ship,New Message,Pending Lab Screen",429464,"Nov. 01, 2019",,,,,"Oct. 29, 2019",,Yes,,"Oct. 19, 2019 21:33:10",Sales Order #2019480204,,,No,https://partner.brilliantearth.com/production/record-164984/
"Attach Drop Ship,New Message,Pending Lab Screen",429464,"Nov. 01, 2019",BE1D54 : BE1D54-18KW-N-S55,"18K White Gold Petite Twisted Vine Diamond Ring, Size 5.5","Set with: - Dia stock # 3488258A 0.30 Carat, Round, Very Good Cut, E Color, VVS1 Clarity, 4.22 x 4.20 x 2.63 Measurements, Origin: Botswana Sort  - Cert # 6332860201  -Inscription: No  Arriving from San Francisco on 10/28/2019   Stone Insurance Value:488.00","Oct. 29, 2019","Oct. 29, 2019",1440.00,Yes,,"Oct. 19, 2019 21:33:10",Sales Order #2019480204,,1,No,https://partner.brilliantearth.com/production/record-164984/
"None,Shipped",429465,"Oct. 28, 2019",,,,,,,No,"Oct. 28, 2019","Oct. 19, 2019 21:34:03",Sales Order #2019480274,776826779260,,No,https://partner.brilliantearth.com/production/record-165044/
"None,Shipped",429465,"Oct. 28, 2019",BE164LC : BE164LC-PT-N-S5,"Platinum Luxe Ballad Lab Diamond Ring, Size 5","Set with: - Dia stock # 3410351B 2.35 Carat, Oval, Ideal Cut, G Color, VS2 Clarity, 10.64 x 7.79 x 4.62 Measurements, Origin: Lab Created  - Cert # 292070028  -Inscription: No  Arriving from San Francisco on 10/22/2019   Stone Insurance Value:6651.56","Oct. 22, 2019",,10464.00,No,"Oct. 28, 2019","Oct. 19, 2019 21:34:03",Sales Order #2019480274,776826779260,1,No,https://partner.brilliantearth.com/production/record-165044/
"None,Shipped",429468,"Oct. 28, 2019",,,,,"Oct. 24, 2019",,No,"Oct. 28, 2019","Oct. 19, 2019 22:03:11",Sales Order #2019480126,776826779260,,No,https://partner.brilliantearth.com/production/record-164995/
